survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
0,2,female,21.287917053209746,1,0,87.7239,S,Second,woman,False,,Southampton,no,False
0,1,male,,2,0,1.5996,S,First,man,True,,Southampton,no,False
1,3,male,13.190773090780517,0,0,7.6015,S,Third,child,False,,Southampton,yes,True
0,2,male,,0,1,26.8694,S,Second,man,True,,Southampton,no,False
0,3,male,34.51494611288389,0,0,30.7815,S,Third,man,True,,Southampton,no,True
0,2,male,42.477158474109096,1,0,1.2996,S,Second,man,True,,Southampton,no,False
1,3,male,24.18649743901205,0,0,16.6121,Q,Third,man,True,,Queenstown,yes,True
0,1,male,1.8875557926950073,1,0,33.7265,C,First,child,False,,Cherbourg,no,False
0,3,male,27.52348878701018,0,1,38.5615,S,Third,man,True,,Southampton,no,False
1,3,female,49.304412904620364,1,0,32.7312,S,Third,woman,False,,Southampton,yes,False
1,3,female,33.79171740774119,0,1,12.445,S,Third,woman,False,,Southampton,yes,False
1,1,male,33.128059004219025,0,0,3.1616,S,First,man,True,,Southampton,yes,True
0,3,male,,0,0,17.9375,C,Third,man,True,,Cherbourg,no,True
0,3,male,12.797761940814361,0,0,4.4382,S,Third,child,False,,Southampton,no,True
1,1,male,29.961603905194437,1,0,94.9675,C,First,man,True,,Cherbourg,yes,False
1,1,male,9.017505626919586,1,0,20.7588,Q,First,child,False,,Queenstown,yes,False
0,1,male,41.0297522242564,0,0,12.2888,S,First,man,True,C,Southampton,no,True
0,3,male,17.42362939143775,0,0,46.8102,S,Third,man,True,,Southampton,no,True
0,3,male,29.34246942939334,0,0,22.1875,S,Third,man,True,G,Southampton,no,True
1,3,male,2.3563796780634902,1,1,11.9498,S,Third,child,False,,Southampton,yes,False
0,1,female,23.98987290756915,0,2,53.8108,S,First,woman,False,,Southampton,no,False
0,2,female,12.505022066612057,0,0,64.9973,S,Second,child,False,,Southampton,no,True
0,3,female,0.42,0,2,35.9938,C,Third,child,False,G,Cherbourg,no,False
0,3,male,37.556710295376604,0,0,1.5489,S,Third,man,True,,Southampton,no,True
0,3,female,53.49681331682781,0,0,26.9017,S,Third,woman,False,B,Southampton,no,True
0,1,male,46.07736704548722,0,1,46.3983,S,First,man,True,,Southampton,no,False
0,3,female,39.58451500360517,0,0,4.7258,S,Third,woman,False,,Southampton,no,True
0,2,male,,5,0,8.3604,S,Second,man,True,,Southampton,no,False
0,2,female,41.38540831394348,0,0,68.9491,C,Second,woman,False,,Cherbourg,no,True
0,3,male,47.44587137931906,0,1,0.6545,S,Third,man,True,,Southampton,no,False
0,3,female,,0,1,44.9919,S,Third,woman,False,,Southampton,no,False
0,3,female,12.52677750147567,1,0,20.6731,S,Third,child,False,,Southampton,no,False
0,1,male,22.45892767042512,0,0,19.0619,S,First,man,True,B,Southampton,no,True
0,1,male,54.389099081045075,0,0,0.2293,C,First,man,True,,Cherbourg,no,True
0,3,female,28.616209561822586,0,0,55.109,S,Third,woman,False,,Southampton,no,True
0,3,male,0.42,0,0,14.3616,C,Third,child,False,,Cherbourg,no,True
1,2,female,,0,1,25.0579,S,Second,woman,False,,Southampton,yes,False
0,1,male,23.545493804434017,1,0,36.4193,S,First,man,True,C,Southampton,no,False
1,1,male,,1,0,39.0514,S,First,man,True,,Southampton,yes,False
0,3,male,25.739725890099777,0,0,100.5642,S,Third,man,True,,Southampton,no,True
1,1,male,44.98925899711227,0,0,24.4037,S,First,man,True,,Southampton,yes,True
1,2,female,22.070645873561407,2,2,16.4335,C,Second,woman,False,,Cherbourg,yes,False
0,1,male,1.2177584275836075,0,0,98.9407,S,First,child,False,,Southampton,no,True
0,2,male,22.57236320032777,1,0,33.0865,S,Second,man,True,G,Southampton,no,False
0,1,male,34.70170252242113,0,0,11.4,S,First,man,True,,Southampton,no,True
0,3,male,33.49828006544904,2,0,4.3536,S,Third,man,True,,Southampton,no,False
1,1,female,11.500937635778783,1,0,59.5274,S,First,child,False,,Southampton,yes,False
1,3,female,24.6076550738454,3,0,14.4804,S,Third,woman,False,A,Southampton,yes,False
1,1,male,,0,0,34.7822,S,First,man,True,E,Southampton,yes,True
0,3,female,11.817602018695286,0,0,20.4927,S,Third,child,False,,Southampton,no,True
1,3,female,39.28048921972436,2,0,7.1422,S,Third,woman,False,,Southampton,yes,False
1,3,male,,0,0,29.6406,S,Third,man,True,,Southampton,yes,True
0,3,female,42.224981456260096,0,2,2.0158,S,Third,woman,False,,Southampton,no,False
0,2,male,16.761281842267522,1,0,17.1727,S,Second,man,True,C,Southampton,no,False
1,2,male,35.53027974394263,1,0,25.4706,Q,Second,man,True,,Queenstown,yes,False
0,3,female,,2,0,18.4437,S,Third,woman,False,,Southampton,no,False
1,3,male,33.917365602562256,0,0,44.4681,S,Third,man,True,,Southampton,yes,True
0,3,female,16.52457071174915,1,0,56.6664,S,Third,woman,False,,Southampton,no,False
1,3,female,19.33180134698393,1,0,47.4981,S,Third,woman,False,E,Southampton,yes,False
0,3,male,,0,0,1.2747,C,Third,man,True,A,Cherbourg,no,True
0,3,female,23.459410592243266,0,0,6.9498,S,Third,woman,False,,Southampton,no,True
0,1,male,35.21553099913651,0,0,24.7676,Q,First,man,True,F,Queenstown,no,True
1,3,male,26.93280087967141,0,1,87.9264,C,Third,man,True,E,Cherbourg,yes,False
1,3,male,30.678658378085487,5,0,58.0098,S,Third,man,True,D,Southampton,yes,False
0,1,female,36.153753834624325,0,0,59.5233,S,First,woman,False,,Southampton,no,True
0,3,male,,1,0,11.6328,S,Third,man,True,,Southampton,no,False
1,1,male,15.257278102974276,4,0,18.0691,S,First,child,False,D,Southampton,yes,False
0,3,female,,0,0,20.486,S,Third,woman,False,,Southampton,no,True
1,1,female,47.02951810758482,1,1,5.5136,S,First,woman,False,,Southampton,yes,False
0,3,female,31.38450971910997,0,0,1.0163,S,Third,woman,False,F,Southampton,no,True
0,3,male,17.44897242554813,1,1,94.5274,S,Third,man,True,B,Southampton,no,False
0,2,male,35.52262882162192,0,0,8.8671,S,Second,man,True,G,Southampton,no,True
0,3,male,,3,0,8.8347,C,Third,man,True,E,Cherbourg,no,False
1,3,female,37.23998659906825,0,0,2.8034,S,Third,woman,False,,Southampton,yes,True
0,3,male,15.521360594616358,0,2,84.949,C,Third,child,False,D,Cherbourg,no,False
0,1,male,19.805330582854523,1,0,27.9134,S,First,man,True,,Southampton,no,False
1,2,female,19.88597636238833,0,0,35.4111,S,Second,woman,False,,Southampton,yes,True
0,1,male,,0,0,78.105,S,First,man,True,,Southampton,no,True
0,3,female,37.51432818458415,0,0,13.655,S,Third,woman,False,,Southampton,no,True
1,3,female,,1,0,31.2842,S,Third,woman,False,,Southampton,yes,False
1,3,female,35.140645878778855,0,2,1.2742,S,Third,woman,False,,Southampton,yes,False
0,3,male,49.33327756438709,0,3,6.6572,C,Third,man,True,,Cherbourg,no,False
1,3,male,39.68891852112863,0,0,57.2938,S,Third,man,True,F,Southampton,yes,True
1,3,female,27.64387643755673,0,2,46.8743,S,Third,woman,False,,Southampton,yes,False
0,1,female,12.533664947238755,0,0,13.9031,C,First,child,False,,Cherbourg,no,True
0,3,female,19.33906837717238,0,0,15.2275,S,Third,woman,False,,Southampton,no,True
1,1,male,25.90527651866571,0,0,24.5562,S,First,man,True,,Southampton,yes,True
1,3,female,41.72238249637365,0,0,0.0078,S,Third,woman,False,,Southampton,yes,True
0,3,female,29.303686955461647,0,4,8.8896,C,Third,woman,False,,Cherbourg,no,False
1,3,female,20.185158654117572,1,0,7.5183,S,Third,woman,False,,Southampton,yes,False
1,1,female,,0,0,9.2841,S,First,woman,False,,Southampton,yes,True
0,2,female,28.69111597064222,0,0,52.7891,S,Second,woman,False,,Southampton,no,True
0,2,male,,0,0,10.5632,C,Second,man,True,,Cherbourg,no,True
0,2,male,,0,0,6.8458,S,Second,man,True,,Southampton,no,True
1,1,male,26.71635532856982,1,6,22.5951,Q,First,man,True,,Queenstown,yes,False
0,3,male,29.051223878942327,0,1,64.6341,S,Third,man,True,E,Southampton,no,False
0,3,male,12.097845260717946,0,1,8.8941,C,Third,child,False,,Cherbourg,no,False
1,2,male,57.81829225194226,0,0,2.6337,S,Second,man,True,,Southampton,yes,True
1,2,male,9.385458846736782,1,0,14.1901,S,Second,child,False,,Southampton,yes,False
0,2,male,46.68910352081798,0,0,44.3376,C,Second,man,True,G,Cherbourg,no,True
1,3,male,24.402628681319175,0,0,25.7614,S,Third,man,True,,Southampton,yes,True
0,3,female,21.00918583931537,0,0,54.6479,S,Third,woman,False,,Southampton,no,True
1,3,female,13.604948207654061,4,0,103.3211,S,Third,child,False,D,Southampton,yes,False
0,3,male,64.64570541640343,0,0,50.6637,S,Third,man,True,,Southampton,no,True
0,3,female,32.91162853753672,0,0,29.8122,S,Third,woman,False,,Southampton,no,True
1,3,male,30.00856633800892,1,0,21.8934,S,Third,man,True,C,Southampton,yes,False
0,1,male,42.55761921354086,1,0,1.3168,S,First,man,True,,Southampton,no,False
0,3,male,20.26292547836553,0,0,133.807,S,Third,man,True,,Southampton,no,True
1,1,male,29.726766350849584,1,2,15.5741,S,First,man,True,F,Southampton,yes,False
1,3,female,,1,0,5.3176,S,Third,woman,False,,Southampton,yes,False
1,2,female,,0,1,35.3794,S,Second,woman,False,C,Southampton,yes,False
1,3,male,47.09475214819575,0,0,10.7702,S,Third,man,True,,Southampton,yes,True
0,3,male,26.52951103330939,0,0,28.3796,S,Third,man,True,G,Southampton,no,True
0,3,male,7.179585226151971,4,0,28.4566,Q,Third,child,False,,Queenstown,no,False
0,3,male,25.32828822894733,1,1,19.0013,S,Third,man,True,,Southampton,no,False
0,2,male,33.31309073985151,0,1,58.2373,C,Second,man,True,,Cherbourg,no,False
1,1,male,16.74434810862968,1,0,9.9124,C,First,man,True,,Cherbourg,yes,False
0,2,female,17.888375499028633,0,0,19.1704,C,Second,woman,False,F,Cherbourg,no,True
0,1,female,21.77924394717241,0,0,24.8431,S,First,woman,False,F,Southampton,no,True
0,3,male,,0,0,35.0828,C,Third,man,True,,Cherbourg,no,True
1,2,female,,0,2,49.3416,C,Second,woman,False,,Cherbourg,yes,False
0,3,male,50.42219676898995,1,0,16.1711,S,Third,man,True,,Southampton,no,False
0,3,male,20.783218646849132,0,0,33.4426,S,Third,man,True,,Southampton,no,True
0,3,male,34.412704975719855,1,0,5.2563,S,Third,man,True,,Southampton,no,False
0,1,male,23.229481223813607,0,0,86.8699,S,First,man,True,E,Southampton,no,True
0,3,female,40.63420596921185,0,0,15.552,S,Third,woman,False,,Southampton,no,True
1,3,male,,4,0,42.1035,S,Third,man,True,,Southampton,yes,False
1,3,male,40.471462453869854,0,0,0.6617,S,Third,man,True,,Southampton,yes,True
0,3,male,31.351106304490415,0,0,7.3947,S,Third,man,True,,Southampton,no,True
1,3,male,20.420118656726988,0,0,21.498,S,Third,man,True,,Southampton,yes,True
1,1,female,27.289788471702817,1,1,67.8069,S,First,woman,False,,Southampton,yes,False
1,3,male,51.940896644966536,0,0,24.1242,C,Third,man,True,,Cherbourg,yes,True
0,2,male,31.69874532077136,0,0,85.5687,S,Second,man,True,,Southampton,no,True
0,1,male,19.510443769266736,0,0,21.2924,S,First,man,True,,Southampton,no,True
0,2,male,12.231947398992364,0,0,21.7101,S,Second,child,False,E,Southampton,no,True
0,1,male,37.02836196474946,1,0,4.107,S,First,man,True,,Southampton,no,False
1,1,female,32.53975608165494,0,0,52.2544,C,First,woman,False,,Cherbourg,yes,True
1,1,male,39.77780007877924,0,0,9.1333,Q,First,man,True,,Queenstown,yes,True
1,3,female,8.497741274497287,0,4,74.0187,S,Third,child,False,D,Southampton,yes,False
0,3,female,12.70222343307325,0,0,77.8321,Q,Third,child,False,B,Queenstown,no,True
0,3,female,46.32974838915254,2,0,92.4191,S,Third,woman,False,,Southampton,no,False
1,2,male,34.50445387830044,0,0,23.6493,S,Second,man,True,,Southampton,yes,True
1,2,male,37.434312342944644,5,0,36.3987,S,Second,man,True,,Southampton,yes,False
0,3,male,15.741038034434677,0,0,48.5384,C,Third,child,False,,Cherbourg,no,True
1,2,female,15.47568562423068,0,1,4.5218,S,Second,child,False,,Southampton,yes,False
1,1,male,44.073250543785285,1,0,29.5817,S,First,man,True,,Southampton,yes,False
0,3,male,44.75647599409466,0,0,1.1238,C,Third,man,True,,Cherbourg,no,True
0,1,male,13.91936743807872,1,0,22.163,S,First,child,False,,Southampton,no,False
0,3,male,11.149127810133745,5,0,5.4171,S,Third,child,False,,Southampton,no,False
0,3,male,,0,0,6.5051,C,Third,man,True,,Cherbourg,no,True
0,1,male,18.109447426047907,0,0,14.6254,S,First,man,True,,Southampton,no,True
1,1,female,17.80743525383263,1,0,18.2382,S,First,woman,False,,Southampton,yes,False
0,3,male,11.555015426802807,0,0,31.4262,S,Third,child,False,,Southampton,no,True
0,3,male,22.90770919993468,0,0,2.4905,S,Third,man,True,,Southampton,no,True
0,1,male,12.956926231823441,0,3,22.558,S,First,child,False,,Southampton,no,False
0,3,male,13.816686906366067,0,0,6.4934,S,Third,child,False,,Southampton,no,True
1,1,male,34.026681775211415,1,1,27.4749,S,First,man,True,,Southampton,yes,False
0,3,female,28.89962560283304,0,1,32.6659,S,Third,woman,False,,Southampton,no,False
0,3,male,36.73074088221591,0,0,26.1956,C,Third,man,True,,Cherbourg,no,True
1,1,female,5.789015187435059,0,0,43.1654,Q,First,child,False,,Queenstown,yes,True
0,1,male,,0,0,13.1661,S,First,man,True,,Southampton,no,True
0,1,male,,0,0,46.6457,S,First,man,True,,Southampton,no,True
0,2,female,24.30204897785881,1,0,18.2569,C,Second,woman,False,,Cherbourg,no,False
0,1,male,,0,1,21.3166,S,First,man,True,,Southampton,no,False
0,3,male,41.53209930722914,1,2,33.6301,S,Third,man,True,E,Southampton,no,False
0,1,male,,1,0,0.5966,Q,First,man,True,B,Queenstown,no,False
0,3,male,,0,0,34.1739,C,Third,man,True,,Cherbourg,no,True
1,3,female,,0,0,31.0365,C,Third,woman,False,,Cherbourg,yes,True
0,3,male,39.83569749018858,0,1,11.9411,S,Third,man,True,A,Southampton,no,False
0,3,female,38.913967410558186,0,0,2.8883,S,Third,woman,False,,Southampton,no,True
1,2,female,13.497436484055754,1,0,3.0699,S,Second,child,False,,Southampton,yes,False
0,3,male,4.94292500311219,1,0,82.6529,S,Third,child,False,,Southampton,no,False
1,3,female,7.173038620485297,0,0,37.6373,S,Third,child,False,,Southampton,yes,True
0,2,male,25.782680110451377,0,2,4.3772,S,Second,man,True,,Southampton,no,False
1,1,female,,2,0,14.206,C,First,woman,False,,Cherbourg,yes,False
0,3,male,13.686036476082023,4,0,28.9051,C,Third,child,False,D,Cherbourg,no,False
0,2,female,,0,2,58.13,S,Second,woman,False,,Southampton,no,False
0,1,male,,0,0,1.4375,C,First,man,True,,Cherbourg,no,True
1,2,male,22.555049437685856,0,0,8.6945,C,Second,man,True,,Cherbourg,yes,True
0,2,male,17.576448559745792,3,0,71.0009,S,Second,man,True,,Southampton,no,False
0,3,female,,0,0,0.2965,S,Third,woman,False,,Southampton,no,True
0,3,male,33.02505486230238,0,0,7.2416,S,Third,man,True,G,Southampton,no,True
1,3,male,54.533681836159246,0,0,102.8717,S,Third,man,True,,Southampton,yes,True
0,1,female,28.79136440877783,0,0,30.6019,S,First,woman,False,,Southampton,no,True
1,2,female,2.8658411954246397,0,0,9.7684,S,Second,child,False,,Southampton,yes,True
0,3,female,41.01497076843847,8,1,2.2328,S,Third,woman,False,,Southampton,no,False
0,1,female,6.140429143506655,0,1,0.9208,S,First,child,False,,Southampton,no,False
0,2,female,12.169001243656812,0,0,9.0385,C,Second,child,False,,Cherbourg,no,True
0,3,female,26.24409650145322,0,0,68.6737,S,Third,woman,False,A,Southampton,no,True
0,1,male,31.48122985883287,0,0,17.3141,C,First,man,True,F,Cherbourg,no,True
0,3,male,15.074371983080987,0,0,41.0279,S,Third,child,False,,Southampton,no,True
1,1,female,25.67891717979328,0,1,80.6455,S,First,woman,False,F,Southampton,yes,False
0,1,male,40.06985481102993,0,0,16.883,n,First,man,True,,,no,True
0,2,male,42.05659382971626,0,0,6.836,S,Second,man,True,F,Southampton,no,True
0,3,male,47.84611811630684,0,0,23.441,S,Third,man,True,A,Southampton,no,True
0,3,female,57.38657045825566,0,0,76.8574,C,Third,woman,False,D,Cherbourg,no,True
0,3,male,41.44339516408619,4,0,52.536,S,Third,man,True,,Southampton,no,False
0,3,male,26.557320541138512,3,0,2.1927,S,Third,man,True,,Southampton,no,False
0,1,male,42.1600499712831,0,4,37.9804,S,First,man,True,,Southampton,no,False
1,3,male,36.46738539307514,0,1,27.3182,C,Third,man,True,A,Cherbourg,yes,False
1,3,male,37.04232117413069,1,0,76.6408,S,Third,man,True,,Southampton,yes,False
0,3,male,,0,0,4.2072,S,Third,man,True,,Southampton,no,True
0,1,male,16.475215518768355,1,2,24.5894,S,First,man,True,,Southampton,no,False
1,3,female,14.792602086582013,3,0,68.1286,S,Third,child,False,E,Southampton,yes,False
0,1,male,28.291786084410433,0,0,16.9911,C,First,man,True,,Cherbourg,no,True
0,2,female,31.859196099772394,0,0,21.1802,S,Second,woman,False,,Southampton,no,True
0,3,female,,4,1,2.3527,S,Third,woman,False,,Southampton,no,False
1,3,male,35.838458254824346,0,0,10.4949,S,Third,man,True,,Southampton,yes,True
1,2,female,,0,0,12.6324,C,Second,woman,False,,Cherbourg,yes,True
0,2,male,,0,1,93.4654,S,Second,man,True,,Southampton,no,False
0,3,female,38.14254492467453,0,2,10.6973,C,Third,woman,False,,Cherbourg,no,False
0,3,male,28.74336799708325,1,2,19.893,C,Third,man,True,C,Cherbourg,no,False
1,3,female,,1,0,35.8265,S,Third,woman,False,A,Southampton,yes,False
0,3,male,,8,0,5.698,S,Third,man,True,,Southampton,no,False
0,3,male,27.58213166681608,0,0,21.4579,S,Third,man,True,,Southampton,no,True
1,2,male,31.577756539617436,0,0,43.1953,C,Second,man,True,,Cherbourg,yes,True
0,3,female,25.32630868873872,0,0,64.9254,S,Third,woman,False,,Southampton,no,True
1,2,female,,0,0,31.691,S,Second,woman,False,,Southampton,yes,True
0,2,male,26.308232055655427,0,1,35.6067,C,Second,man,True,,Cherbourg,no,False
0,3,male,,4,0,4.347,S,Third,man,True,,Southampton,no,False
0,1,male,39.17130010341449,1,0,93.8514,S,First,man,True,,Southampton,no,False
1,3,female,2.6495960343672245,0,0,4.5797,S,Third,child,False,,Southampton,yes,True
